ID,target,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19
1795,-522.6,1403.27,0.0,1610.0,368.17,-663.39,,0.0,5,0.0,1,,,427.68,38.12,0.0,10.6,A2,640.41,C1,B2
1796,-527.6,1369.58,0.0,2000.0,333.3,-713.54,365.11,1.05,14,37.0,0,5.3,-5.3,330.71,-108.99,,-17.7,A1,520.4,C1,B1
1797,-565.6,1223.22,,1997.0,243.71,,291.84,0.0,23,,0,3.3,-10.2,,-102.97,0.0,-17.9,A1,733.39,C1,B1
1798,405.4,1436.89,0.0,1888.0,514.65,-780.87,206.64,2.59,13,36.0,,1.5,15.8,482.25,-70.73,0.0,0.7,A4,585.68,C1,B1
1799,-655.6,1372.75,0.0,1808.0,529.23,-545.12,611.15,0.0,2,,0,0.9,-10.2,485.05,-153.06,,-19.3,A1,717.98,C1,B1
1800,-606.6,1341.36,0.0,2000.0,77.72,-409.25,215.58,0.0,0,,0,2.4,-10.4,391.91,-57.58,0.0,-19.0,A1,624.61,C1,B1
1801,-261.6,1349.29,0.0,1750.0,246.42,-663.63,323.22,0.34,7,69.0,1,0.7,16.3,453.74,-36.65,0.0,10.5,A2,,C1,B2
1802,-22.6,1391.3,0.0,1493.0,,-311.37,390.11,,14,34.0,5,1.3,36.3,449.72,77.54,0.0,17.9,A3,770.96,C1,B1
1803,-483.6,1448.36,0.0,2000.0,263.12,-596.88,461.97,0.0,,57.0,3,1.3,17.7,367.3,1.38,0.0,9.0,A4,438.0,C1,B1
1804,1602.4,1579.68,0.0,1925.0,418.85,-476.14,303.28,,17,32.0,,3.2,23.5,422.55,-30.03,0.0,0.0,A2,453.35,C1,B1
1805,-611.6,1448.25,0.0,1808.0,328.46,-1024.02,527.07,0.93,,,4,3.3,-15.6,465.37,-99.39,0.5,-28.9,A1,,C1,B1
1806,401.4,1317.2,0.0,1290.0,294.6,-589.0,254.13,0.0,,56.0,6,2.0,10.0,256.03,-107.16,0.0,1.6,A4,364.29,C1,B1
1807,-143.6,1309.52,0.0,482.0,439.38,-830.97,306.14,0.0,0,84.0,3,1.1,22.2,412.34,-194.56,0.0,19.3,A3,676.69,C1,B1
1808,-326.6,1335.52,0.0,1807.0,434.45,-535.16,339.58,0.0,23,43.0,1,3.5,9.3,447.69,-114.05,0.0,-2.6,A4,,C1,B1
1809,-666.6,1691.73,,1872.0,413.82,-532.38,451.48,0.0,,59.0,3,,,373.04,-62.08,0.0,-17.6,A1,616.57,C1,B1
1810,790.4,1461.7,0.0,1057.0,188.69,-660.6,474.31,0.58,18,46.0,3,,7.9,477.66,-14.99,0.0,-3.0,A2,747.83,C1,B1
1811,178.4,1647.94,,269.0,302.37,-586.95,375.46,0.03,7,97.0,,0.9,22.0,358.53,37.65,,21.4,A3,595.07,C1,B1
1812,-235.6,1218.66,0.0,1598.0,,-752.46,571.35,0.02,8,60.0,0,0.6,-13.3,553.87,,0.0,-19.4,A1,764.62,C1,B1
1813,-353.6,1199.77,0.0,2000.0,404.89,-879.61,380.89,0.05,18,43.0,1,2.4,-11.5,467.0,-86.25,0.9,-21.6,A1,800.02,C1,B1
1814,356.4,1456.59,0.0,1614.0,481.7,-255.76,533.89,,9,52.0,0,,12.8,,-108.63,0.0,,A2,582.56,C1,B1
1815,-559.6,1398.73,0.0,1763.0,92.29,-503.84,475.23,,12,32.0,5,2.5,-7.7,393.38,-98.9,,-21.5,A1,655.91,C1,B1
1816,-372.6,1664.08,0.0,1097.0,436.72,-513.21,384.26,1.03,13,41.0,0,1.8,5.1,,94.66,0.0,-7.0,A1,556.65,C1,B1
1817,1699.4,1397.68,0.0,1444.0,248.85,-503.23,63.55,0.45,19,64.0,2,2.3,22.8,403.68,45.69,,15.6,A3,680.94,C1,B1
1818,-332.6,1647.37,0.0,1828.0,547.03,-801.38,195.93,0.0,1,57.0,0,0.9,10.7,399.82,-64.14,0.0,2.5,A4,790.05,C1,B1
1819,-704.6,1319.72,0.0,1938.0,457.99,,547.73,2.39,16,23.0,,4.4,,509.29,43.11,0.0,-4.4,A2,695.05,No,B1
1820,-392.6,1476.74,0.0,277.0,185.46,-727.27,193.76,1.39,14,57.0,4,2.1,7.8,372.26,-110.91,0.0,-0.2,A1,662.11,C1,B1
1821,-642.6,1268.1,0.0,1377.0,259.04,-512.14,290.97,0.0,4,60.0,6,0.7,-5.1,439.2,-203.62,0.0,-11.6,A1,550.42,C1,B1
1822,-436.6,,0.0,322.0,,-581.64,481.04,0.0,4,86.0,,1.4,19.1,328.78,155.14,0.0,16.6,A3,754.91,C1,B1
1823,1160.4,1344.4,0.0,2000.0,236.29,-630.74,559.38,3.52,13,39.0,5,2.0,21.9,348.86,119.27,0.0,,A2,,C1,B1
1824,-363.6,1387.7,0.0,1219.0,121.91,-473.46,211.36,0.34,7,0.0,6,1.4,,,-0.66,0.0,,A2,693.35,C1,B1
1825,-531.6,1168.49,0.0,2000.0,411.19,,294.22,0.0,2,39.0,3,1.0,-6.0,416.65,-206.54,0.0,-17.7,A1,703.14,C1,B1
1826,-323.6,1505.72,0.0,1268.0,,,,,2,77.0,2,0.3,,407.4,-57.47,0.0,6.9,A4,581.55,C1,B1
1827,-192.6,1152.08,0.0,1110.0,333.34,-426.28,324.77,0.0,,36.0,0,,3.3,427.24,,0.0,-10.3,A1,640.0,C1,B1
1828,-350.6,,,,208.14,-718.99,221.67,0.12,9,49.0,1,1.2,,318.31,104.8,0.0,-13.8,A1,582.24,C1,B1
1829,-437.6,,0.0,186.0,237.58,-720.66,335.34,0.0,1,82.0,6,1.2,6.4,244.71,-50.01,0.0,3.5,A2,558.57,C1,B1
1830,1044.4,1440.79,0.0,1473.0,247.38,-776.43,281.33,0.39,18,68.0,1,3.3,15.7,,58.63,0.0,9.8,A2,602.06,C1,B1
1831,-394.6,1289.5,0.0,2000.0,47.41,-658.1,321.7,,18,25.0,6,3.0,2.8,540.24,56.41,0.0,-15.3,A1,576.01,C1,B1
1832,-547.6,1421.91,0.0,2000.0,,-572.92,298.15,2.12,12,28.0,2,4.1,-7.8,525.45,-53.88,0.0,-23.1,A1,565.89,C1,B1
1833,-28.6,1500.37,0.0,1757.0,464.49,-345.44,560.28,1.76,16,39.0,3,1.6,37.9,527.97,-0.68,0.0,21.5,A3,518.73,C1,B1
1834,-350.6,1436.29,0.0,1990.0,481.08,-700.97,70.88,0.66,17,17.0,,2.5,4.2,512.51,-142.19,,-18.7,A1,681.8,C1,B1
1835,-471.6,,,1734.0,313.17,-752.73,202.99,0.0,3,98.0,2,0.0,22.8,391.81,48.44,0.0,22.4,A3,718.16,C1,B1
1836,528.4,1143.62,,,360.94,-854.25,355.11,0.25,17,48.0,0,1.7,8.7,492.01,,0.0,-1.7,A4,491.32,C1,B1
1837,169.4,1143.23,0.0,2000.0,131.49,-619.63,423.91,0.0,0,61.0,1,,,382.49,-96.06,,21.2,A3,726.39,C1,B1
1838,-332.6,1222.83,0.0,171.0,140.59,-799.35,394.43,0.0,0,84.0,6,1.4,6.4,100.92,-85.22,0.0,3.8,A2,652.24,C1,B1
1839,-679.6,1395.33,0.0,,218.76,-433.51,,0.0,6,84.0,6,2.4,-1.3,375.72,11.4,1.2,-3.6,A1,847.44,C1,B2
1840,-672.6,1444.3,0.0,914.0,458.94,,,0.0,5,75.0,6,1.9,3.9,539.04,-278.88,0.0,-0.1,A1,699.53,C1,B1
1841,-381.6,1310.06,0.0,1981.0,443.47,-550.77,385.57,0.0,,59.0,1,3.8,,435.24,41.19,0.0,,A1,698.55,C1,B1
1842,-704.6,1243.61,0.0,974.0,398.08,-518.47,451.12,0.0,5,80.0,4,0.9,,349.44,-157.38,0.0,8.1,A2,516.08,No,B1
1843,374.4,,0.0,,246.37,-847.38,237.27,0.19,7,82.0,2,1.5,28.2,423.83,-250.87,0.0,24.8,A3,715.18,C1,B1
1844,1155.4,1667.56,0.0,828.0,537.37,-573.78,190.73,0.0,19,44.0,0,1.5,15.6,391.29,3.87,0.0,3.3,A4,454.43,C1,B1
1845,-184.6,1388.17,0.0,1950.0,276.12,-924.12,481.23,1.03,9,49.0,5,,3.4,418.35,119.77,0.0,,A2,646.78,C1,B1
1846,69.4,1447.58,0.0,613.0,248.9,-581.1,,1.6,16,50.0,1,3.4,19.5,358.3,-62.78,,8.7,A2,591.13,C1,B1
1847,-604.6,1629.0,0.0,983.0,341.35,-712.47,516.88,0.0,0,67.0,5,4.6,-1.2,469.48,-66.14,1.0,-6.5,A1,630.8,C1,B1
1848,416.4,1209.35,0.0,586.0,368.01,,,1.72,14,48.0,0,2.1,20.0,313.16,-185.83,0.0,8.6,A4,778.47,C1,B1
1849,-58.6,1421.34,0.0,1984.0,310.81,-532.25,563.37,0.0,8,55.0,6,0.6,-8.6,578.49,28.23,0.0,-16.0,A1,652.33,C1,B1
1850,-134.6,1338.07,,488.0,239.24,-489.24,231.88,0.0,1,84.0,2,0.5,18.8,468.92,43.37,0.0,16.0,A2,676.64,C1,B1
1851,1327.4,1434.94,0.0,2000.0,282.44,-502.29,239.9,1.69,17,12.0,5,,23.2,449.93,-77.36,0.0,-7.8,A2,586.91,C1,B1
1852,-601.6,1563.3,0.0,1878.0,348.92,-536.77,328.78,0.0,21,35.0,5,2.6,-7.9,399.23,22.27,,-20.7,A1,,C1,B1
1853,573.4,1183.04,0.0,,315.78,-529.27,205.24,3.18,12,31.0,5,2.5,20.5,326.34,-64.15,0.0,2.7,A2,667.6,C1,B1
1854,-515.6,1449.81,0.0,1578.0,321.49,-507.3,278.25,0.0,20,41.0,4,1.1,-2.1,455.85,-183.77,0.0,-13.6,A1,633.03,C1,B1
1855,-481.6,1396.4,,1345.0,248.54,-339.59,394.89,0.0,5,85.0,6,0.7,,441.41,43.84,0.0,21.8,A3,808.97,C1,B1
1856,69.4,1138.1,0.0,882.0,351.23,-428.8,530.1,0.87,15,58.0,3,1.9,33.1,,-222.01,0.0,23.7,A3,623.47,C1,B1
1857,-206.6,1441.0,0.0,,,-489.62,,0.0,2,,3,0.1,27.6,560.56,8.61,0.0,23.4,A3,706.93,C1,B1
1858,2106.4,1250.38,0.0,2000.0,334.15,-834.92,226.3,0.62,19,42.0,3,2.4,,434.02,-54.81,0.0,12.8,A3,717.67,C1,B1
1859,236.4,1302.45,0.0,1693.0,430.63,-455.62,383.66,1.32,11,63.0,5,2.5,,,-187.47,0.0,18.3,A4,681.07,C1,B1
1860,219.4,1341.62,0.0,2000.0,159.37,-628.53,280.48,0.82,9,54.0,3,1.5,29.3,276.6,89.05,0.0,19.0,A3,680.01,C1,B1
1861,-554.6,1711.22,0.0,1956.0,286.28,-627.12,402.7,0.0,20,,4,,0.2,406.47,,,-6.4,A1,687.89,C1,B2
1862,1569.4,1269.58,0.0,1908.0,,-529.94,591.0,0.0,21,70.0,,2.2,,,27.77,0.0,20.2,A3,603.09,C1,B1
1863,-365.6,1414.24,0.0,,381.33,-293.12,189.66,0.65,10,24.0,3,1.2,-3.5,353.48,-73.92,0.0,-21.2,A1,,C1,B1
1864,-426.6,1360.95,0.0,2000.0,431.98,-462.89,308.6,0.12,7,41.0,6,0.3,15.0,372.25,-98.47,0.0,1.8,A2,700.74,C1,B1
1865,1306.4,1584.25,0.0,2000.0,442.56,-534.57,505.2,,21,64.0,5,2.8,28.2,395.0,-195.17,0.0,20.7,A3,,C1,B1
1866,-642.6,1296.07,0.0,1093.0,381.42,,449.31,,23,83.0,1,1.0,-1.7,571.75,,3.5,-4.2,A1,576.04,C1,B1
1867,-434.6,1457.39,0.0,1903.0,315.18,-682.23,372.0,1.1,14,30.0,3,2.8,-1.5,513.12,,0.0,-16.8,A1,635.04,C1,B1
1868,-536.6,1479.8,0.0,2000.0,256.14,-652.17,580.18,0.0,4,71.0,,1.1,6.2,,-125.18,0.0,1.3,A4,735.19,C1,B1
1869,-704.6,1201.82,0.0,2000.0,-31.46,-622.31,,0.0,20,39.0,6,2.9,16.0,439.83,,0.0,2.0,A4,529.33,No,B1
1870,868.4,1673.82,0.0,,404.48,-634.14,134.96,3.42,12,42.0,5,2.1,20.5,409.18,-104.91,0.0,7.1,A2,673.69,C1,B1
1871,-221.6,1337.55,0.0,,318.03,-632.44,337.41,0.0,20,32.0,0,1.7,4.3,241.13,-136.23,0.0,-10.9,A1,673.15,C1,B1
1872,-157.6,1484.88,0.0,666.0,208.25,-545.21,565.78,0.0,1,62.0,1,0.2,11.1,511.55,-4.62,0.0,,A4,686.42,C1,B1
1873,-441.6,,0.0,235.0,346.08,-470.96,467.14,0.0,1,83.0,,,4.0,226.88,75.73,0.0,1.3,A1,624.23,C1,B1
1874,-609.6,1374.83,0.0,243.0,532.8,-678.53,,0.0,2,95.0,1,0.3,8.3,312.77,-8.62,0.0,7.5,A2,616.09,C1,B1
1875,-664.6,1447.88,0.3,2000.0,323.81,-450.17,201.56,0.0,3,70.0,0,1.1,-6.1,419.97,-24.74,0.8,-10.6,A1,674.03,C1,B1
1876,-704.6,1251.54,,2000.0,545.05,-744.68,448.52,0.0,1,66.0,6,0.5,17.5,447.82,-128.09,0.0,11.0,A4,704.71,No,B1
1877,-353.6,1311.43,,1028.0,266.57,-686.9,,0.06,,73.0,2,1.1,18.5,371.3,-28.62,0.0,13.5,A3,607.77,C1,B2
1878,-186.6,1436.71,0.0,2000.0,223.27,-452.81,628.16,0.81,16,42.0,1,4.2,5.6,419.34,-136.45,0.0,-6.3,A2,606.02,C1,B1
1879,646.4,1414.33,0.0,2000.0,284.34,-638.58,502.24,0.0,22,53.0,3,,31.3,555.2,-130.29,0.0,20.5,A3,597.3,C1,B1
1880,568.4,1365.59,0.0,1798.0,509.92,-593.4,293.11,2.31,12,43.0,5,2.2,,428.62,-39.31,0.0,10.8,A4,,C1,B1
1881,-542.6,1583.98,0.0,249.0,,-358.64,531.94,0.0,8,,5,0.5,-0.4,498.1,2.73,0.0,-3.7,A1,,C1,B1
1882,-576.6,1363.47,,551.0,260.35,-522.04,315.25,0.0,23,81.0,0,2.9,0.1,435.52,30.65,2.6,-2.7,A1,643.92,C1,B1
1883,1458.4,1430.71,0.0,,,-516.23,427.09,0.06,20,39.0,5,2.8,25.0,470.92,-5.93,0.0,10.0,A3,675.79,C1,B1
1884,-441.6,1183.61,0.0,2000.0,103.67,-738.71,637.82,0.0,5,69.0,3,0.7,26.9,554.52,-57.23,0.0,20.7,A3,572.37,C1,B1
1885,-486.6,1450.37,0.0,227.0,,-430.85,313.54,0.0,1,92.0,2,,1.5,426.64,-57.56,,0.3,A1,643.7,C1,B1
1886,-556.6,1473.46,0.5,602.0,431.13,-729.58,371.5,0.36,11,,0,1.6,22.0,371.14,-94.36,0.0,21.3,A3,670.48,C1,B1
1887,-234.6,1437.85,0.0,,386.48,-554.21,196.44,0.27,17,68.0,4,,7.9,315.66,-104.92,0.0,2.3,A1,566.62,C1,B1
1888,-389.6,1493.4,0.0,1113.0,192.5,-689.65,343.69,0.0,7,76.0,6,0.5,7.2,317.83,-48.01,0.0,3.2,A4,462.83,C1,B1
1889,-397.6,1069.29,0.0,463.0,328.65,-514.0,318.23,0.68,13,54.0,3,3.2,3.5,384.82,-105.94,,-4.9,A1,,C1,B1
1890,946.4,,0.0,1971.0,356.13,-485.24,365.87,,20,29.0,2,4.3,16.8,482.73,19.66,0.0,-1.3,A2,734.38,C1,B1
1891,-445.6,1298.94,0.0,497.0,531.78,-735.58,345.25,0.71,10,60.0,5,2.9,0.8,,16.96,0.0,-6.0,A1,493.99,C1,B1
1892,777.4,1404.53,0.0,2000.0,415.7,-786.55,412.51,1.71,16,66.0,1,1.7,19.5,343.34,-176.28,0.0,12.9,A2,,C1,B1
1893,507.4,1359.36,0.0,2000.0,248.76,,415.48,0.37,,43.0,1,4.2,4.3,468.85,8.85,,-7.2,A2,636.78,C1,B1
1894,1641.4,1293.84,0.0,1896.0,328.0,-629.0,461.69,,20,46.0,6,2.8,24.0,471.57,-3.48,0.0,11.6,A3,,C1,B1
1895,1809.4,1289.39,0.0,2000.0,363.69,-508.23,481.26,0.5,19,29.0,1,2.4,27.4,,12.03,0.0,7.7,A3,705.46,C1,B1
1896,-704.6,1652.73,0.0,2000.0,,-755.99,,0.0,23,,1,1.7,19.4,514.36,51.91,0.0,11.9,A4,606.69,No,B1
1897,85.4,1360.29,,616.0,347.79,-419.53,418.19,1.23,10,59.0,4,0.9,11.8,341.51,,0.0,4.0,A4,,C1,B1
1898,-104.6,1425.0,0.0,1796.0,416.4,-485.15,323.52,0.65,13,88.0,4,0.9,19.8,354.83,-62.67,0.0,17.7,A4,696.47,C1,B1
1899,1342.4,1605.55,0.0,1828.0,,-445.5,283.82,1.79,,42.0,3,2.9,27.2,349.96,80.27,0.0,,A2,683.2,C1,B1
1900,-482.6,1301.9,0.0,1040.0,286.78,-261.19,134.13,0.0,0,,0,1.1,3.5,530.04,-316.01,0.0,-7.0,A2,618.32,C1,B1
1901,-455.6,1230.83,,744.0,168.48,-535.75,285.31,0.11,14,73.0,0,0.4,3.3,381.5,-166.71,0.0,-1.0,A1,520.51,C1,B1
1902,-364.6,980.63,,2000.0,232.28,,,0.0,19,52.0,6,,-4.9,,-89.13,,-13.2,A1,487.27,C1,B1
1903,419.4,1594.24,0.0,1093.0,38.96,-697.54,614.3,0.27,7,68.0,3,0.8,10.7,499.3,41.31,0.0,5.0,A2,679.66,C1,B1
1904,-424.6,1306.92,0.0,1929.0,233.85,-641.94,348.64,,7,50.0,1,2.3,-12.1,,-182.21,0.0,-20.4,A1,627.09,C1,B1
1905,696.4,1353.33,0.0,1830.0,222.57,-414.61,689.81,2.51,16,,0,2.9,30.5,536.75,-146.65,0.0,12.8,A3,633.74,C1,B1
1906,2036.4,1477.99,0.0,1236.0,381.49,,,0.6,19,61.0,,2.7,25.6,,-144.81,0.0,17.5,A3,536.21,C1,B1
1907,-660.6,1673.25,0.0,2000.0,237.98,-717.38,,0.0,4,35.0,6,3.2,-5.2,555.08,-43.72,0.0,-18.3,A1,541.53,C1,B1
1908,-419.6,,0.0,402.0,293.58,-405.81,463.23,0.0,2,86.0,,,2.8,628.02,81.01,2.9,0.6,A4,682.06,C1,B1
1909,757.4,1611.64,0.0,1563.0,,-599.21,655.56,2.84,12,42.0,3,1.4,28.2,411.82,-69.48,0.0,14.0,A3,592.99,C1,B1
1910,-350.6,1666.21,0.0,,196.65,-527.73,439.29,0.36,16,60.0,4,,8.3,466.76,69.48,0.0,0.9,A1,565.35,C1,B1
1911,412.4,1702.6,0.0,732.0,,-748.41,604.08,2.37,13,65.0,4,2.0,26.8,370.49,,0.0,19.6,A3,,C1,B1
1912,-587.6,1333.57,0.0,,355.48,-415.73,466.76,0.0,6,84.0,6,1.2,6.6,,-20.21,0.0,4.0,A4,,C1,B1
1913,-369.6,1252.96,0.0,1997.0,,-494.91,363.24,0.0,21,47.0,,2.8,-4.3,376.32,-53.76,0.0,-13.9,A1,649.24,C1,B1
1914,-47.6,1342.82,0.0,1528.0,215.84,,229.55,2.02,,58.0,2,2.3,31.6,394.13,-62.17,0.0,22.3,A3,597.79,C1,B1
1915,1437.4,1246.24,0.0,2000.0,,-419.89,,1.06,18,,6,1.4,20.7,,-201.07,0.0,6.6,A2,581.89,C1,B1
1916,71.4,1353.94,0.0,,265.18,-507.36,434.91,2.15,15,52.0,4,1.9,35.3,483.84,-35.2,0.0,23.9,A3,713.83,C1,B1
1917,-81.6,1416.31,0.0,,373.61,,467.53,0.64,11,26.0,3,0.5,5.2,327.72,-124.0,0.0,-12.7,A4,741.5,C1,B1
1918,196.4,1328.45,0.0,2000.0,414.55,-429.5,574.77,0.0,23,52.0,2,0.6,8.5,413.16,53.12,0.0,-0.8,A4,709.89,C1,B1
1919,-653.6,1301.28,0.0,1506.0,409.66,-624.38,340.88,0.0,4,67.0,2,1.7,,419.54,-226.34,0.0,-4.3,A1,595.64,C1,B1
1920,-438.6,,0.0,,432.81,-629.05,492.5,,3,,3,0.2,9.1,345.84,-69.59,0.0,5.6,A4,677.11,C1,B1
1921,-234.6,1468.37,0.0,485.0,356.37,-524.08,,0.0,2,84.0,3,0.7,15.2,495.83,,0.0,12.5,A2,558.99,C1,B1
1922,-26.6,1338.94,0.0,1305.0,386.98,-343.84,517.39,2.6,13,,1,3.2,17.1,,-153.71,,4.0,A2,802.47,C1,B1
1923,-251.6,1198.8,0.0,264.0,190.47,-641.17,381.81,0.11,17,67.0,5,0.9,7.7,457.29,-155.96,0.0,1.9,A1,581.19,C1,B1
1924,-355.6,,0.0,1662.0,349.98,,302.26,0.0,1,,6,3.6,,,-15.07,0.0,3.5,A2,484.46,C1,B1
1925,-489.6,1264.0,0.0,2000.0,351.13,-609.49,290.99,0.01,18,31.0,6,2.3,0.7,305.37,4.46,0.0,-14.5,A1,547.94,C1,B2
1926,-433.6,1409.09,0.0,2000.0,282.13,-723.31,260.59,0.0,22,39.0,2,0.1,-8.9,424.51,1.51,0.0,-20.3,A1,556.85,C1,B1
1927,1091.4,1262.26,0.0,1482.0,,-772.35,387.39,1.48,17,30.0,3,3.3,20.7,672.92,-48.88,,2.4,A2,442.75,C1,B1
1928,-567.6,1124.21,0.0,1421.0,316.94,-432.71,294.13,0.0,,74.0,3,1.8,19.5,515.26,-27.24,0.0,14.7,A4,794.05,C1,B1
1929,-629.6,1456.07,0.0,297.0,204.82,-292.94,303.64,,3,67.0,2,0.8,3.0,540.62,-68.64,0.0,,A1,,C1,B1
1930,68.4,1350.22,0.0,1409.0,319.51,-702.49,,0.0,1,81.0,4,1.6,26.1,418.21,,0.0,22.5,A3,744.38,C1,B1
1931,-414.6,1492.09,0.0,1835.0,223.64,,,1.04,12,40.0,3,2.0,1.9,462.3,-102.24,1.9,-10.3,A1,565.86,C1,B1
1932,430.4,1326.55,0.0,1989.0,596.32,-645.73,162.05,0.48,7,,0,0.9,12.3,499.13,,0.0,-2.7,A2,528.64,C1,B1
1933,-164.6,1376.36,0.0,147.0,46.93,-689.84,267.41,0.55,9,82.0,0,0.7,7.6,281.65,-54.45,0.0,4.7,A2,644.74,C1,B1
1934,-3.6,,0.0,1339.0,,-679.21,331.77,0.0,8,45.0,2,0.7,0.7,417.73,-95.76,0.0,-9.9,A1,734.28,C1,B1
1935,-69.6,1566.92,,1958.0,257.67,-418.99,355.5,,11,25.0,4,2.0,4.3,323.49,-125.36,0.0,-14.0,A4,677.03,C1,B1
1936,565.4,1510.26,,1954.0,541.47,-496.16,587.21,0.0,20,51.0,5,1.0,13.7,440.5,-17.95,0.0,3.7,A4,,C1,B1
1937,355.4,,0.0,1695.0,493.1,-850.21,482.76,2.79,11,28.0,6,2.0,19.6,295.43,-148.77,0.0,0.5,A2,761.7,C1,B1
1938,-665.6,1454.98,3.5,,391.54,,345.77,0.23,16,91.0,4,1.3,25.5,438.61,-119.63,0.0,23.9,A4,658.05,C1,B1
1939,366.4,1436.78,0.0,291.0,177.87,-597.29,,0.0,23,73.0,0,,18.8,407.4,,0.0,,A2,685.28,C1,B1
1940,-93.6,1129.35,0.0,1955.0,442.2,-754.85,179.58,,,,,1.3,7.3,332.73,65.7,0.0,-7.1,A1,625.02,C1,B1
1941,2083.4,1488.32,0.0,2000.0,426.27,,290.67,0.12,19,51.0,4,2.3,,366.51,-241.12,0.0,13.1,A3,683.75,C1,B1
1942,369.4,,,2000.0,281.23,-614.39,366.47,0.0,22,40.0,6,2.5,18.5,506.98,-168.2,0.0,4.6,A4,528.84,C1,B2
1943,-63.6,1598.19,0.0,1588.0,50.17,-657.17,392.69,0.05,6,0.0,0,0.5,16.2,426.36,-78.39,0.0,9.3,A2,521.18,C1,B1
1944,-278.6,1430.51,0.0,2000.0,556.3,-720.34,381.97,0.0,1,53.0,0,2.0,16.8,395.28,-6.43,0.0,7.1,A4,738.05,C1,B2
1945,-39.6,1454.64,0.0,,484.3,-592.99,290.19,0.01,7,90.0,,1.2,10.3,372.94,-25.53,0.0,8.7,A2,507.26,C1,B1
1946,-487.6,1355.37,0.0,1957.0,,-503.08,398.57,0.4,10,73.0,4,1.2,21.1,436.95,,,16.0,A3,660.52,C1,B1
1947,284.4,1511.18,0.0,1474.0,293.8,-552.72,628.68,0.79,12,64.0,6,1.9,23.7,602.16,-177.78,0.0,16.4,A4,602.76,C1,B1
1948,-397.6,1100.31,0.0,1224.0,193.04,-917.39,545.11,0.63,10,64.0,,0.0,,440.04,-81.23,0.2,-6.8,A1,741.2,C1,B1
1949,613.4,1427.11,0.0,2000.0,333.94,-677.03,388.8,0.8,9,61.0,3,1.7,23.3,399.4,-84.83,0.0,15.3,A3,551.74,C1,B1
1950,-270.6,1175.95,0.0,992.0,81.15,-647.76,434.6,0.0,,26.0,,2.6,4.9,518.05,-132.78,0.0,-13.0,A4,581.2,C1,B1
1951,-597.6,,0.0,822.0,337.51,-453.13,680.72,0.0,,87.0,3,1.7,1.3,291.3,-80.25,0.0,-0.6,A2,591.35,C1,B1
1952,-278.6,1157.31,0.0,2000.0,285.93,-782.88,341.02,2.02,10,38.0,0,3.3,,473.05,-102.86,0.0,3.8,A4,642.54,C1,B2
1953,-686.6,1427.98,2.0,607.0,326.62,-400.84,350.98,0.01,7,88.0,5,0.7,8.2,409.01,-137.25,,6.3,A2,,C1,B1
1954,-553.6,1654.58,0.0,1359.0,326.25,-680.56,410.74,0.0,6,49.0,4,1.4,-1.8,477.06,-173.02,,-11.1,A1,666.08,C1,B1
1955,586.4,1234.67,0.0,1698.0,331.47,-529.79,446.6,,16,67.0,4,2.0,30.0,403.09,88.11,0.0,23.1,A3,646.28,C1,B1
1956,-433.6,1365.24,0.0,2000.0,104.58,,363.01,1.11,14,20.0,1,4.3,-1.6,496.58,43.5,0.0,-21.6,A1,761.19,C1,B1
1957,872.4,,0.0,362.0,138.22,-712.09,262.63,0.02,8,78.0,1,1.2,4.2,507.15,-29.85,0.0,0.6,A4,706.89,C1,B1
1958,-644.6,1604.79,0.0,1097.0,191.68,-689.83,107.49,0.0,,80.0,2,1.4,-1.6,404.71,-284.6,3.5,-4.6,A1,693.67,C1,B1
1959,220.4,1442.65,0.0,763.0,612.5,-445.1,355.71,1.74,9,56.0,2,2.3,22.9,357.81,-58.43,0.0,13.6,A3,,C1,B2
1960,409.4,1388.43,0.0,859.0,385.17,-685.4,747.9,0.62,18,43.0,0,5.3,5.9,487.99,-84.34,0.0,-5.7,A2,616.09,C1,B1
1961,-555.6,1270.03,0.0,740.0,407.46,-659.68,370.58,0.0,22,68.0,2,4.6,0.1,680.04,-326.3,1.0,-5.1,A1,659.87,C1,B1
1962,-108.6,1382.42,0.0,1982.0,400.0,-734.01,413.51,0.04,19,28.0,5,1.9,7.8,515.71,-12.27,0.0,,A2,,C1,B1
1963,300.4,1215.46,0.0,,188.1,-655.7,554.97,,21,84.0,5,0.7,23.9,307.0,81.56,0.0,21.0,A3,592.14,C1,B1
1964,-298.6,1537.47,0.0,1775.0,,,328.17,0.0,6,57.0,1,0.5,6.9,290.7,-79.25,0.0,-1.0,A2,652.2,C1,B1
1965,1478.4,1682.33,0.0,,,-525.95,518.56,,17,37.0,0,3.2,24.5,477.67,-80.33,0.0,8.8,A4,567.16,C1,B1
1966,209.4,1434.48,0.0,1999.0,313.32,-470.49,593.16,1.61,11,50.0,2,3.3,12.7,,-163.34,0.0,2.5,A4,558.3,C1,B1
1967,1391.4,1278.44,0.0,800.0,260.29,-519.55,410.56,0.0,22,71.0,1,2.1,20.8,361.94,-77.65,0.0,15.3,A3,707.65,C1,B1
1968,-507.6,1320.51,0.0,1872.0,166.46,-373.29,389.91,0.43,10,43.0,6,1.0,-6.4,370.36,-286.47,0.0,-16.9,A1,499.41,C1,B1
